no,code,Barcode,category,item_name,cost_price_qty,purchase_price,Selling_price,qty,stock,dis_limit
2480,2310,2310,Bags &,Ladies Small Side Bag,1050.00 - 1790.00 - 1.000,1050.00 , 1790.00 , 1.000,1,1500
2481,2311,2311,Bags &,Ladies BIg Size Bag,700.00 - 1490.00 - 1.000,700.00 , 1490.00 , 1.000,1,1300
2482,2312,2312,Bags &,Classic Class Bag,1200.00 - 2395.00 - 9.000,1200.00 , 2395.00 , 9.000,9,1700
2483,2313,2313,Bags &,Best Classic Bag,1400.00 - 2690.00 - 8.000,1400.00 , 2690.00 , 8.000,8,1800
2484,2314,2314,Bags &,Fasion Way Ladeis Bag,1300.00 - 2590.00 - 3.000,1300.00 , 2590.00 , 3.000,3,290
2485,2315,2315,Bags &,Jed Backers Side Bag,600.00 - 1190.00 - 5.000,600.00 , 1190.00 , 5.000,5,1000
2486,2316,2316,Bags &,Fasion Dide bag,560.00 - 1050.00 - 18.000,560.00 , 1050.00 , 18.000,18,750
2487,2329,2329,Bags &,Ladies Hand Bag With,1200.00 - 2490.00 - 0.000,1200.00 , 2490.00 , 0.000,0,2000
2488,2330,2330,Bags &,Ladies Hand Bag With Purss,1200.00 - 2490.00 - 2.000,1200.00 , 2490.00 , 2.000,2,2000
2489,2331,2331,Bags &,Ladies Hand Bag Check,1000.00 - 2190.00 - 4.000,1000.00 , 2190.00 , 4.000,4,1600
2490,2332,2332,Bags &,Fashion Ladies Hand Bag,1000.00 - 2150.00 - 2.000,1000.00 , 2150.00 , 2.000,2,1700
2491,2333,2333,Bags &,Diar Ladies Hand Bag,1000.00 - 2190.00 - 1.000,1000.00 , 2190.00 , 1.000,1,1900
2492,2334,2334,Bags &,Flower Disign L/Hand Bag,1000.00 - 2190.00 - 1.000,1000.00 , 2190.00 , 1.000,1,1700
2493,2335,2335,Bags &,Half Moon Ladies Hand Bag,1100.00 - 1890.00 - 0.000,1100.00 , 1890.00 , 0.000,0,190
2494,2336,2336,Bags &,Ladies Hand Bag,1000.00 - 1890.00 - 4.000,1000.00 , 1890.00 , 4.000,4,1500
2495,2337,2337,Bags &,Bow Market Bag,150.00 - 295.00 - 0.000,150.00 , 295.00 , 0.000,0,45
2496,2338,2338,Bags &,Thinner Ladies Hand Bag,1200.00 - 2490.00 - 2.000,1200.00 , 2490.00 , 2.000,2,2000
2497,2339,2339,Bags &,Plastic Handle L/Bag,500.00 - 895.00 - 0.000,500.00 , 895.00 , 0.000,0,95
2498,2340,2340,Bags &,Classic Ladies Hand Bag,1000.00 - 1990.00 - 7.000,1000.00 , 1990.00 , 7.000,7,1600
2499,2341,2341,Bags &,Amelia Ladies Side Bag,1000.00 - 1890.00 - 1.000,1000.00 , 1890.00 , 1.000,1,1500
2500,2342,2342,Bags &,Kitty Ladies Side Bag,1000.00 - 1890.00 - 0.000,1000.00 , 1890.00 , 0.000,0,190
2501,2343,2343,Bags &,U Ladies Hand Bag,1000.00 - 2190.00 - 0.000,1000.00 , 2190.00 , 0.000,0,290
2502,2344,2344,Bags &,Rabbit Class Bag,700.00 - 1890.00 - 0.000,700.00 , 1890.00 , 0.000,0,290
2503,2345,2345,Bags &,Bolsas Ladher Bag,2000.00 - 3890.00 - 1.000,2000.00 , 3890.00 , 1.000,1,3300
2504,2346,2346,Bags &,NH Side Bag,700.00 - 1395.00 - 2.000,700.00 , 1395.00 , 2.000,2,1200
2505,2347,2347,Bags &,Fasion Side Bag,900.00 - 1790.00 - 1.000,900.00 , 1790.00 , 1.000,1,1300
2506,2348,2348,Bags &,Ladies Side Bag,700.00 - 1490.00 - 1.000,700.00 , 1490.00 , 1.000,1,1200
2507,2349,2349,Bags &,Rounded Chain Ladies Side,500.00 - 1290.00 - 0.000,500.00 , 1290.00 , 0.000,0,190
2508,2350,2350,Bags &,Ladies Hand Bag With,800.00 - 1690.00 - 2.000,800.00 , 1690.00 , 2.000,2,1500
2509,2351,2351,Bags &,Ladies Hand Purss,100.00 - 265.00 - 3.000,100.00 , 265.00 , 3.000,3,180
2510,2352,2352,Bags &,Crisby Ladies Hand Bag,1200.00 - 2590.00 - 3.000,1200.00 , 2590.00 , 3.000,3,2000
2511,2353,2353,Bags &,Vicria Ladies Hand Bag,1200.00 - 2490.00 - 7.000,1200.00 , 2490.00 , 7.000,7,2000
2512,2354,2354,Bags &,Ladies Hand Bag With,1200.00 - 2490.00 - 1.000,1200.00 , 2490.00 , 1.000,1,1900
2513,2355,2355,Bags &,Victoria Ladies Hand Bag,1200.00 - 2490.00 - 0.000,1200.00 , 2490.00 , 0.000,0,390
2514,2356,2356,Bags &,Ladies Hand Bag Chain,1200.00 - 2490.00 - 4.000,1200.00 , 2490.00 , 4.000,4,390
2515,2357,2357,Bags &,Ladies Hand Bag With,1200.00 - 2295.00 - 1.000,1200.00 , 2295.00 , 1.000,1,395
2516,2358,2358,Bags &,CC Ladies Side Bag,700.00 - 1390.00 - 2.000,700.00 , 1390.00 , 2.000,2,1200
2517,2359,2359,Bags &,Ladies Ladher Side Bag,500.00 - 895.00 - 3.000,500.00 , 895.00 , 3.000,3,600
2518,2360,2360,Bags &,Samsonite Side Bag,300.00 - 590.00 - 3.000,300.00 , 590.00 , 3.000,3,500
2519,2361,2361,Bags &,Clear Bag,350.00 - 685.00 - 2.000,350.00 , 685.00 , 2.000,2,550
2520,2362,2362,Bags &,Escape Ladies Hand Bag,1200.00 - 2190.00 - 2.000,1200.00 , 2190.00 , 2.000,2,1800
2521,2363,2363,Bags &,Sri Lanka Store Bag,1600.00 - 2990.00 - 5.000,1600.00 , 2990.00 , 5.000,5,2000
2522,2364,2364,Bags &,Fila School Bag,1200.00 - 2390.00 - 4.000,1200.00 , 2390.00 , 4.000,4,2100
2523,2365,2365,Bags &,Dmax School Bag,2050.00 - 3450.00 - 1.000,2050.00 , 3450.00 , 1.000,1,3000
2524,2366,2366,Bags &,Dmax Every Story Bag,1500.00 - 2985.00 - 7.000,1500.00 , 2985.00 , 7.000,7,2000
2525,2367,2367,Bags &,Columbia Explo 50L S/Bag,1700.00 - 3190.00 - 6.000,1700.00 , 3190.00 , 6.000,6,2500
2527,2368,2368,Bags &,Dmax School Bag 2368,1700.00 - 2990.00 - 1.000,1700.00 , 2990.00 , 1.000,1,2500
2528,2369,2369,Bags &,Dmax School Bag 2369,2100.00 - 3690.00 - 0.000,2100.00 , 3690.00 , 0.000,0,3000
2529,2370,2370,Bags &,Princess School Bag 2370,2100.00 - 3690.00 - 5.000,2100.00 , 3690.00 , 5.000,5,3000
2530,2371,2371,Bags &,Tanxianghe School Bag,1200.00 - 2390.00 - 4.000,1200.00 , 2390.00 , 4.000,4,1600
2531,2372,2372,Bags &,Swissgear 45L School Bag,1300.00 - 2390.00 - 2.000,1300.00 , 2390.00 , 2.000,2,2000
2532,2373,2373,Bags &,Dmax School Bag 2373,2100.00 - 3690.00 - 2.000,2100.00 , 3690.00 , 2.000,2,3000
2533,2374,2374,Bags &,Tanxianghe Silk School Bag,1500.00 - 2990.00 - 3.000,1500.00 , 2990.00 , 3.000,3,2500
2534,2375,2375,Bags &,Dmax Sports Brand School,2100.00 - 3790.00 - 1.000,2100.00 , 3790.00 , 1.000,1,3000
2535,2376,2376,Bags &,Dmax Lap School Bag 2376,2100.00 - 3790.00 - 2.000,2100.00 , 3790.00 , 2.000,2,3300
2536,2377,2377,Bags &,The North Face E401 S/Bag,2600.00 - 3985.00 - 2.000,2600.00 , 3985.00 , 2.000,2,3000
2537,2378,2378,Bags &,Rose Pink School Bag 2378,1850.00 - 3125.00 - 1.000,1850.00 , 3125.00 , 1.000,1,2700
2538,2379,2379,Bags &,Nike School Bag ( OMSR ),2000.00 - 2950.00 - 0.000,2000.00 , 2950.00 , 0.000,0,50
2539,2380,2380,Bags &,Tommy School Bag 2380,2000.00 - 2950.00 - 4.000,2000.00 , 2950.00 , 4.000,4,2500
2540,2381,2381,Bags &,Lenovo School Bag 2381,1300.00 - 2690.00 - 4.000,1300.00 , 2690.00 , 4.000,4,2000
2541,2382,2382,Bags &,Deedat School Bag 2382,1900.00 - 3490.00 - 4.000,1900.00 , 3490.00 , 4.000,4,2700
2542,2383,2383,Bags &,Tawang School Bag 2383,2400.00 - 3890.00 - 6.000,2400.00 , 3890.00 , 6.000,6,3400
2543,2384,2384,Bags &,Columbia 40L School Bag,1300.00 - 2390.00 - 2.000,1300.00 , 2390.00 , 2.000,2,2000
2544,2385,2385,Bags &,Flower Hand Bag 2385,1200.00 - 2490.00 - 3.000,1200.00 , 2490.00 , 3.000,3,2000
2545,2386,2386,Bags &,Reebok School Bag,1500.00 - 2490.00 - 3.000,1500.00 , 2490.00 , 3.000,3,2000
2546,2387,2387,Bags &,Under Armour School Bag,1400.00 - 2690.00 - 2.000,1400.00 , 2690.00 , 2.000,2,2000
2547,2388,2388,Bags &,Columbia Rain Coat,5000.00 - 6850.00 - 1.000,5000.00 , 6850.00 , 1.000,1,6300
2548,2389,2389,Bags &,Osprey 77L School Bag,4300.00 - 6895.00 - 1.000,4300.00 , 6895.00 , 1.000,1,6000
2549,2390,2390,Bags &,Columbia 55L School Bag,2700.00 - 4150.00 - 2.000,2700.00 , 4150.00 , 2.000,2,150
2550,2391,2391,Bags &,Adidas School Bag 2391,1200.00 - 2290.00 - 13.000,1200.00 , 2290.00 , 13.000,13,1600
2551,2392,2392,Bags &,Puma School Bag ( GDFS ),2000.00 - 2590.00 - 0.000,2000.00 , 2590.00 , 0.000,0,90
2552,2393,2393,Bags &,Tommy Hilfiger School Bag,1500.00 - 2290.00 - 1.000,1500.00 , 2290.00 , 1.000,1,1500
2553,2394,2394,Bags &,Fila School Bag 2394,1200.00 - 2290.00 - 10.000,1200.00 , 2290.00 , 10.000,10,1600
2554,2395,2395,Bags &,School Bag2395,1200.00 - 2390.00 - 17.000,1200.00 , 2390.00 , 17.000,17,1600
2555,2396,2396,Bags &,Moow School Bag ( GLSR ),2000.00 - 2690.00 - 0.000,2000.00 , 2690.00 , 0.000,0,190
2556,2397,2397,Bags &,Silk School Bag 2397,1100.00 - 2290.00 - 0.000,1100.00 , 2290.00 , 0.000,0,1900
2557,2398,2398,Bags &,Kitty Schyool Bag ( GESF ),2000.00 - 2890.00 - 0.000,2000.00 , 2890.00 , 0.000,0,90
2558,2399,2399,Bags &,Power Kids School Bag,800.00 - 1490.00 - 6.000,800.00 , 1490.00 , 6.000,6,1000
2559,2400,2400,Bags &,Sweet Bear School Bag (,2000.00 - 2890.00 - 0.000,2000.00 , 2890.00 , 0.000,0,90
2710,2402,2402,Other,Snow Spray Extra 88%,200.00 - 465.00 - 0.000,200.00 , 465.00 , 0.000,0,65
267,2405,2405,Hair care,Elevate Bool,40.00 - 100.00 - 82.000,40.00 , 100.00 , 82.000,82,80
3967,2406,2406,Watch &,WallClock Siddharth P222,2700.00 - 4650.00 - 1.000,2700.00 , 4650.00 , 1.000,1,3500
2143,2407,2407,Jewlery,Anklet 2407,180.00 - 395.00 - 5.000,180.00 , 395.00 , 5.000,5,250
2144,2408,2408,Jewlery,Jents Mala,150.00 - 365.00 - 0.000,150.00 , 365.00 , 0.000,0,65
2145,2409,2409,Jewlery,Anklet 2409,100.00 - 285.00 - 1.000,100.00 , 285.00 , 1.000,1,200
2146,2410,2410,Jewlery,Ladies Stone Ear Ring 925,50.00 - 165.00 - 11.000,50.00 , 165.00 , 11.000,11,105
2147,2411,2411,Jewlery,Gents Corde Chain 2411,120.00 - 275.00 - 0.000,120.00 , 275.00 , 0.000,0,180
2148,2412,2412,Jewlery,Gents Ladher Bangle,200.00 - 465.00 - 6.000,200.00 , 465.00 , 6.000,6,350
2149,2413,2413,Jewlery,Gents Silver Jewlery,160.00 - 465.00 - 2.000,160.00 , 465.00 , 2.000,2,300
2150,2414,2414,Jewlery,Gents Silver Jwell,180.00 - 465.00 - 0.000,180.00 , 465.00 , 0.000,0,85
2151,2415,2415,Jewlery,Ladies Stone Ear Rings,50.00 - 165.00 - 1.000,50.00 , 165.00 , 1.000,1,125
2152,2416,2416,Jewlery,Ladies Fasion Ear Rings,150.00 - 395.00 - 0.000,150.00 , 395.00 , 0.000,0,95
2153,2417,2417,Jewlery,Ladies Gold Jewlery,100.00 - 285.00 - 0.000,100.00 , 285.00 , 0.000,0,85
2154,2418,2418,Jewlery,Gypsy Ear Rings,100.00 - 285.00 - 0.000,100.00 , 285.00 , 0.000,0,85
2155,2419,2419,Jewlery,Tassel Ear Rings,200.00 - 495.00 - 5.000,200.00 , 495.00 , 5.000,5,350
2156,2420,2420,Jewlery,Jimiki Ear Rings,150.00 - 395.00 - 0.000,150.00 , 395.00 , 0.000,0,95
2157,2421,2421,Jewlery,Ladies Ear Ring Set 316L,150.00 - 365.00 - 1.000,150.00 , 365.00 , 1.000,1,265
2711,2422,2422,Other,Ladher Gents Bangles,100.00 - 265.00 - 3.000,100.00 , 265.00 , 3.000,3,180
2712,2423,2423,Other,Stainless Steel Gents,50.00 - 165.00 - 0.000,50.00 , 165.00 , 0.000,0,65
2158,2424,2424,Jewlery,Ladies Stone Pandons Jwell,50.00 - 125.00 - 3.000,50.00 , 125.00 , 3.000,3,75
2713,2425,2425,Other,Gents Bangles,100.00 - 465.00 - 0.000,100.00 , 465.00 , 0.000,0,115
2714,2426,2426,Other,Dream Plus Toe Rings,20.00 - 65.00 - 7.000,20.00 , 65.00 , 7.000,7,50
2159,2427,2427,Jewlery,Pandents With Ear Ring,150.00 - 395.00 - 2.000,150.00 , 395.00 , 2.000,2,280
2160,2428,2428,Jewlery,Anklet & Toe Ring,200.00 - 495.00 - 6.000,200.00 , 495.00 , 6.000,6,350
2561,2430,2430,Bags &,Steel Gents Bangles,130.00 - 295.00 - 0.000,130.00 , 295.00 , 0.000,0,55
2716,2431,2431,Other,Usb Charging Torch With,450.00 - 965.00 - 1.000,450.00 , 965.00 , 1.000,1,700
3793,5028,2437,Ladies &,Ladies Watch ...,600.00 - 1650.00 - 0.000,600.00 , 1650.00 , 0.000,0,1000
3715,2440,2440,Ladies &,Hublot Watches,600.00 - 1650.00 - 0.000,600.00 , 1650.00 , 0.000,0,1000
3717,2442,2442,Ladies &,Kids Watch G/L,350.00 - 790.00 - 2.000,350.00 , 790.00 , 2.000,2,600
3718,2443,2443,Ladies &,Ladies Watches,330.00 - 690.00 - 0.000,330.00 , 690.00 , 0.000,0,190
3720,2445,2445,Ladies &,ULTRA LED,270.00 - 690.00 - 11.000,270.00 , 690.00 , 11.000,11,400
3371,2446,2446,Kids Items,Band LED Watch,200.00 - 565.00 - 4.000,200.00 , 565.00 , 4.000,4,400
3721,2447,2447,Ladies &,Kids watch L/M,350.00 - 690.00 - 0.000,350.00 , 690.00 , 0.000,0,500
3723,2450,2450,Ladies &,Orix Gents Watch,850.00 - 1950.00 - 0.000,850.00 , 1950.00 , 0.000,0,500
3583,2453,2453,Elactricle,Panasonic,60.00 - 120.00 - 11.000,60.00 , 120.00 , 11.000,11,100
3728,2456,2456,Ladies &,S/T Gants Watche,450.00 - 1150.00 - 0.000,450.00 , 1150.00 , 0.000,0,350
3730,2458,2458,Ladies &,Date Steel watche,1300.00 - 2590.00 - 0.000,1300.00 , 2590.00 , 0.000,0,590
3969,2462,2462,Watch &,I8 Pro Max,1700.00 - 3250.00 - 1.000,1700.00 , 3250.00 , 1.000,1,2500
3734,2464,2464,Ladies &,Digital kits watche,140.00 - 325.00 - 0.000,140.00 , 325.00 , 0.000,0,100
3736,2466,2466,Ladies &,RueerBelt Gents watche,430.00 - 1100.00 - -2.000,430.00 , 1100.00 , -2.000,-2,450
3738,2468,2468,Ladies &,Watch Band,180.00 - 395.00 - 0.000,180.00 , 395.00 , 0.000,0,100
3740,2471,2471,Ladies &,Alarm Clock 6626,350.00 - 865.00 - 0.000,350.00 , 865.00 , 0.000,0,300
3741,2472,2472,Ladies &,Watche Box Lovers,80.00 - 200.00 - 0.000,80.00 , 200.00 , 0.000,0,50
3742,2473,2473,Ladies &,Watche Box,60.00 - 150.00 - 0.000,60.00 , 150.00 , 0.000,0,50
3743,2474,2474,Ladies &,Wall Clock 6048,700.00 - 1490.00 - 0.000,700.00 , 1490.00 , 0.000,0,490
2562,2494,2494,Bags &,Ladies Hand Bag [S] Size,1050.00 - 2190.00 - 5.000,1050.00 , 2190.00 , 5.000,5,1600
2563,2495,2495,Bags &,Ladies Hand Bag [L] Size,1200.00 - 2490.00 - 4.000,1200.00 , 2490.00 , 4.000,4,2000
2564,2496,2496,Bags &,Bear Classic Bag,850.00 - 1890.00 - 4.000,850.00 , 1890.00 , 4.000,4,1400
2565,2497,2497,Bags &,Echolac Classic Bag,1100.00 - 2290.00 - 3.000,1100.00 , 2290.00 , 3.000,3,1600
268,2498,2498,Hair care,Ever Fresh Ice Cool Cologne,320.00 - 430.00 - 1.000,320.00 , 430.00 , 1.000,1,430
269,2499,2499,Hair care,Ever Fresh Fenu/Cologne,320.00 - 430.00 - 3.000,320.00 , 430.00 , 3.000,3,430
270,2500,2500,Hair care,Ever Fresh Bayrum 350ml,320.00 - 430.00 - 2.000,320.00 , 430.00 , 2.000,2,430
271,2501,2501,Hair care,Ever Fresh After Shave,320.00 - 430.00 - 3.000,320.00 , 430.00 , 3.000,3,430
272,2502,2502,Hair care,Ever Fresh Shaving Gel,420.00 - 650.00 - 1.000,420.00 , 650.00 , 1.000,1,100
2526,2503,2503,Bags &,Columbia Explo 50L+5L,1700.00 - 3190.00 - 0.000,1700.00 , 3190.00 , 0.000,0,690
2566,2504,2504,Bags &,The North Face E50L S/Bags,2350.00 - 3890.00 - 6.000,2350.00 , 3890.00 , 6.000,6,3000
2567,2506,2506,Bags &,Kits Bag,200.00 - 495.00 - 1.000,200.00 , 495.00 , 1.000,1,400
3051,2507,2507,Baby Items,Rabbit HairBand,100.00 - 285.00 - 0.000,100.00 , 285.00 , 0.000,0,85
3052,2508,2508,Baby Items,Rabbit HairBand 02,150.00 - 365.00 - 0.000,150.00 , 365.00 , 0.000,0,65
2568,2509,2509,Bags &,Champions Small Treval,750.00 - 1490.00 - 4.000,750.00 , 1490.00 , 4.000,4,1000
2569,2510,2510,Bags &,Camel Mountain Travel Bag,1300.00 - 2590.00 - 5.000,1300.00 , 2590.00 , 5.000,5,1590
2570,2511,2511,Bags &,Columbia Small Travel Bag,750.00 - 1490.00 - 1.000,750.00 , 1490.00 , 1.000,1,1000
2571,2512,2512,Bags &,Columbia Larg Travel Bag,1000.00 - 1850.00 - 0.000,1000.00 , 1850.00 , 0.000,0,450
2572,2513,2513,Bags &,Samsonite Larg Travel Bag,1000.00 - 1850.00 - 0.000,1000.00 , 1850.00 , 0.000,0,450
2573,2514,2514,Bags &,Olimpic Larg Travel Bag,1350.00 - 2390.00 - 0.000,1350.00 , 2390.00 , 0.000,0,1900
2574,2515,2515,Bags &,Uthura Oryxes Travel Bag,1150.00 - 1890.00 - 0.000,1150.00 , 1890.00 , 0.000,0,490
2575,2516,2516,Bags &,Addas Midium Travel Bag,1300.00 - 2290.00 - 0.000,1300.00 , 2290.00 , 0.000,0,490
276,2549,2549,Hair care,Vatika Hair Cream Nourish,700.00 - 1190.00 - 1.000,700.00 , 1190.00 , 1.000,1,1000
3372,2550,2550,Kids Items,Bubble (S),45.00 - 90.00 - 0.000,45.00 , 90.00 , 0.000,0,70
3373,2551,2551,Kids Items,Bubble (L),50.00 - 120.00 - 0.000,50.00 , 120.00 , 0.000,0,100
2009,2552,2552,Makeup,Charle Powder No,200.00 - 495.00 - 2.000,200.00 , 495.00 , 2.000,2,350
2717,2553,2553,Other,Sun Safty Pin,15.00 - 30.00 - 40.000,15.00 , 30.00 , 40.000,40,30
3054,2555,2555,Baby Items,Nepi (M),50.00 - 80.00 - 0.000,50.00 , 80.00 , 0.000,0,5
3055,2556,2556,Baby Items,Nepi (L),80.00 - 130.00 - 0.000,80.00 , 130.00 , 0.000,0,5
3056,2557,2557,Baby Items,Real Socks (M),90.00 - 175.00 - 14.000,90.00 , 175.00 , 14.000,14,145
1996,2558,2558,Salon,Combs L,35.00 - 70.00 - 2.000,35.00 , 70.00 , 2.000,2,60
1997,2559,2559,Salon,Ladies Comb,50.00 - 100.00 - 5.000,50.00 , 100.00 , 5.000,5,80
1998,2560,2560,Salon,Raja Comb,30.00 - 60.00 - 12.000,30.00 , 60.00 , 12.000,12,50
3140,2561,2561,Educational,Water Bottle Sports,500.00 - 795.00 - 0.000,500.00 , 795.00 , 0.000,0,95
3141,2562,2562,Educational,Water Bottle Sports A,700.00 - 965.00 - 0.000,700.00 , 965.00 , 0.000,0,150
3142,2563,2563,Educational,Water Bottle Happy,550.00 - 895.00 - 0.000,550.00 , 895.00 , 0.000,0,145
3145,2566,2566,Educational,Water Bottle SUP,540.00 - 985.00 - 0.000,540.00 , 985.00 , 0.000,0,135
3146,2567,2567,Educational,"Water Bottle,",650.00 - 1100.00 - -1.000,650.00 , 1100.00 , -1.000,-1,750
277,2575,2575,Hair care,Hair Band F,120.00 - 285.00 - 10.000,120.00 , 285.00 , 10.000,10,200
278,2576,2576,Hair care,Hair pack m/t,60.00 - 130.00 - 6.000,60.00 , 130.00 , 6.000,6,100
279,2577,2577,Hair care,Hair pack L,75.00 - 165.00 - 14.000,75.00 , 165.00 , 14.000,14,120
280,2578,2578,Hair care,Hair pack M,40.00 - 85.00 - 1.000,40.00 , 85.00 , 1.000,1,60
281,2579,2579,Hair care,Hair pack .,32.00 - 75.00 - 2.000,32.00 , 75.00 , 2.000,2,60
3057,2580,2580,Baby Items,Hudson Baby Set W28132,760.00 - 1190.00 - 0.000,760.00 , 1190.00 , 0.000,0,1190
3712,2437,2586,Ladies &,Watches Ladies Steel,650.00 - 1650.00 - 1.000,650.00 , 1650.00 , 1.000,1,1100
3711,2436,2587,Ladies &,Watches Ladies,480.00 - 1290.00 - 0.000,480.00 , 1290.00 , 0.000,0,750
3733,2463,2589,Ladies &,Steel Citizen watche,650.00 - 1390.00 - 0.000,650.00 , 1390.00 , 0.000,0,490
3745,2597,2597,Ladies &,Ladies Watch 2597,320.00 - 690.00 - 3.000,320.00 , 690.00 , 3.000,3,450
287,2615,2615,Hair care,"Hair pack No243-3,4",150.00 - 325.00 - 25.000,150.00 , 325.00 , 25.000,25,250
288,2616,2616,Hair care,Hair pack No243-1,90.00 - 245.00 - 8.000,90.00 , 245.00 , 8.000,8,200
289,2617,2617,Hair care,Hair pack 243-2,120.00 - 285.00 - 4.000,120.00 , 285.00 , 4.000,4,220
290,2618,2618,Hair care,Hair pack No1025-7,70.00 - 160.00 - 11.000,70.00 , 160.00 , 11.000,11,120
291,2619,2619,Hair care,Hair pack 1216-29,70.00 - 160.00 - 0.000,70.00 , 160.00 , 0.000,0,120
292,2620,2620,Hair care,Hair pack No1025-22,100.00 - 225.00 - 8.000,100.00 , 225.00 , 8.000,8,180
293,2621,2621,Hair care,Hair pack No1216-24,65.00 - 145.00 - 7.000,65.00 , 145.00 , 7.000,7,100
294,2622,2622,Hair care,Hair pack No1025,60.00 - 150.00 - 1.000,60.00 , 150.00 , 1.000,1,100
1283,2623,2623,Skin care,Hair pack No1216-22,55.00 - 135.00 - 0.000,55.00 , 135.00 , 0.000,0,100
2163,2629,2629,Jewlery,Earing No2525,15.00 - 80.00 - 131.000,15.00 , 80.00 , 131.000,131,50
2164,2630,2630,Jewlery,Earing No2630,20.00 - 80.00 - 85.000,20.00 , 80.00 , 85.000,85,50
2165,2631,2631,Jewlery,Earing No 2631,30.00 - 125.00 - 19.000,30.00 , 125.00 , 19.000,19,75
2166,2632,2632,Jewlery,Earing No2632,40.00 - 125.00 - 119.000,40.00 , 125.00 , 119.000,119,75
3732,2461,2664,Ladies &,Gold Steel Gants watche,2050.00 - 3950.00 - 0.000,2050.00 , 3950.00 , 0.000,0,550
2167,2674,2674,Jewlery,Gents Corde Chain,100.00 - 285.00 - 120.000,100.00 , 285.00 , 120.000,120,200
2168,2675,2675,Jewlery,Pearl Glass Bracelet,150.00 - 365.00 - 17.000,150.00 , 365.00 , 17.000,17,250
2169,2676,2676,Jewlery,Bracelet Pearl Brown,80.00 - 225.00 - 6.000,80.00 , 225.00 , 6.000,6,160
2170,2677,2677,Jewlery,Bracelet Pendent Black,100.00 - 265.00 - 0.000,100.00 , 265.00 , 0.000,0,200
2171,2678,2678,Jewlery,Dream Catcher L2678,600.00 - 985.00 - 2.000,600.00 , 985.00 , 2.000,2,800
2466,2679,2679,Lovers,Dream Catcher 2679,400.00 - 890.00 - 0.000,400.00 , 890.00 , 0.000,0,700
2467,2680,2680,Lovers,Dream Catcher 2680,300.00 - 695.00 - 1.000,300.00 , 695.00 , 1.000,1,500
2468,2681,2681,Lovers,Dream Catcher 2681,250.00 - 590.00 - 0.000,250.00 , 590.00 , 0.000,0,450
3746,2682,2682,Ladies &,Longines watch,2600.00 - 4690.00 - 1.000,2600.00 , 4690.00 , 1.000,1,4000
3747,2683,2683,Ladies &,Longbo Ladies watche,1000.00 - 2290.00 - 0.000,1000.00 , 2290.00 , 0.000,0,1750
1293,2692,2692,Skin care,Nature Pawer Papaya B/L,185.00 - 690.00 - 1.000,185.00 , 690.00 , 1.000,1,400
1301,2700,2700,Skin care,Foil 50mx10cm,490.00 - 890.00 - 1.000,490.00 , 890.00 , 1.000,1,700
2718,2712,2712,Other,KEY Chain 5910-25,90.00 - 225.00 - 0.000,90.00 , 225.00 , 0.000,0,180
2719,2713,2713,Other,KEY Chain 2713,45.00 - 110.00 - 27.000,45.00 , 110.00 , 27.000,27,80
2720,2714,2714,Other,KEY Chain 2714,65.00 - 150.00 - 3.000,65.00 , 150.00 , 3.000,3,120
2721,2715,2715,Other,KEY Chain 2715,67.00 - 165.00 - 11.000,67.00 , 165.00 , 11.000,11,120
3374,2716,2716,Kids Items,KEY Chain 2716,20.00 - 50.00 - 0.000,20.00 , 50.00 , 0.000,0,40
3375,2717,2717,Kids Items,KEY Chain 2717,100.00 - 250.00 - 0.000,100.00 , 250.00 , 0.000,0,200
3376,2718,2718,Kids Items,Alloy Bulty Car 2718,195.00 - 485.00 - 0.000,195.00 , 485.00 , 0.000,0,350
3377,2720,2720,Kids Items,Block Toy En-71,750.00 - 1595.00 - 0.000,750.00 , 1595.00 , 0.000,0,1000
3378,2722,2722,Kids Items,Flashing Spiky ball,110.00 - 265.00 - 7.000,110.00 , 265.00 , 7.000,7,170
3379,2723,2723,Kids Items,Flashing Light ball Small,110.00 - 265.00 - 0.000,110.00 , 265.00 , 0.000,0,200
301,2724,2724,Hair care,Back Comb,50.00 - 165.00 - 21.000,50.00 , 165.00 , 21.000,21,100
2469,2729,2729,Lovers,Hair pack 2729,120.00 - 325.00 - 0.000,120.00 , 325.00 , 0.000,0,250
2470,2730,2730,Lovers,Hair pack Black 2730,100.00 - 235.00 - 0.000,100.00 , 235.00 , 0.000,0,180
302,2731,2731,Hair care,Hair pack 2731,120.00 - 285.00 - 0.000,120.00 , 285.00 , 0.000,0,200
2471,2732,2732,Lovers,Hair pack 2732,80.00 - 185.00 - 0.000,80.00 , 185.00 , 0.000,0,140
2472,2733,2733,Lovers,Hair pack 2733,100.00 - 245.00 - 3.000,100.00 , 245.00 , 3.000,3,180
546,4521,2734,Hair care,1*5 Hair Pack,50.00 - 100.00 - 7.000,50.00 , 100.00 , 7.000,7,100
3749,2744,2744,Ladies &,Gents Steel Watch,325.00 - 1150.00 - 1.000,325.00 , 1150.00 , 1.000,1,700
3750,2745,2745,Ladies &,Rexol Gents Watche,450.00 - 1150.00 - 2.000,450.00 , 1150.00 , 2.000,2,800
2576,2755,2755,Bags &,HandBag,2500.00 - 4490.00 - 110.000,2500.00 , 4490.00 , 110.000,110,3000
315,2756,2756,Hair care,Synthetic Hair Wig,850.00 - 1650.00 - 3.000,850.00 , 1650.00 , 3.000,3,1200
